api_key,app_name,app_store_url,app_details,app_submission_created_at,integrations,integration_count,scrape_success,cluster
209977,QuickBooks Online Global,https://apps.shopify.com/quickbooks-online-global,Accounting and bookkeeping integration,2025-03-16 09:02:55+00,,0,True,0
216529,POWR Form Builder Contact Form,https://apps.shopify.com/powr-form-builder,Customizable forms and surveys for customer engagement,2025-03-16 09:02:55+00,,0,True,0
219241,Tidio Live Chat & AI Chatbots,https://apps.shopify.com/tidio,Live chat and automated customer support,2025-03-30 15:57:05+00,,0,True,0
219313,Smile: Loyalty Rewards Program,https://apps.shopify.com/smile-io,Customer loyalty and rewards program,2025-03-29 15:59:23+00,,0,True,0
280025,Order Printer Pro: Invoice App,https://apps.shopify.com/order-printer-pro,Professional invoice and shipping label printing,2025-03-28 11:34:47+00,,0,True,0
294517,Recharge Subscriptions,https://apps.shopify.com/recharge,Subscription payments and recurring billing,2025-03-28 07:53:07+00,,0,True,0
437349,Cart2Cart Store Migration App,https://apps.shopify.com/cart2cart,E-commerce platform migration tool,2025-03-28 07:31:59+00,,0,True,0
481135,TrustedSite - Trust Badges,https://apps.shopify.com/trustedsite,Security certification and trust signals,2025-03-06 16:27:09+00,,0,True,0
524345,Printify: Print on Demand,https://apps.shopify.com/printify,Print-on-demand product creation and fulfillment,2025-03-09 13:13:37+00,,0,True,0
683015,Judge.me Product Reviews App,https://apps.shopify.com/judgeme,Customer reviews and product ratings platform,2025-03-29 06:17:25+00,,0,True,0
740217,Yotpo Email Marketing & SMS,https://apps.shopify.com/yotpo-email-marketing,Email and SMS marketing automation,2025-03-11 09:55:24+00,,0,True,0
808246,Sendcloud,https://apps.shopify.com/sendcloud,European shipping solution with carrier integrations,2025-03-28 12:03:51+00,,0,True,0
833174,Mailchimp Forms: Capture Leads,https://apps.shopify.com/mailchimp-forms,Email list building and lead capture forms,2025-03-15 09:22:31+00,,0,True,0
847334,Rewind Backups,https://apps.shopify.com/rewind,Automated store backup and data protection,2025-03-24 03:49:04+00,,0,True,0
860146,Sherpas: Smart SEO,https://apps.shopify.com/sherpas,Advanced SEO optimization and management,2025-03-13 11:09:51+00,,0,True,0
861484,Privy - Pop Ups Email & SMS,https://apps.shopify.com/privy,Marketing automation and conversion optimization,2025-03-19 14:33:02+00,,0,True,0
879490,Infinite Product Options,https://apps.shopify.com/infinite-options,Custom product options and variants,2025-03-18 13:54:33+00,,0,True,0
890832,Modalyst: Dropshipping,https://apps.shopify.com/modalyst,Dropshipping platform with curated suppliers,2025-03-26 14:47:10+00,,0,True,0
891524,Flexify: Facebook Product Feed,https://apps.shopify.com/flexify,Facebook catalog and dynamic product ads,2025-03-31 09:03:47+00,,0,True,0
1017512,Crush: Speed & Image Optimizer,https://apps.shopify.com/crush,Website performance and image optimization,2025-03-19 15:39:13+00,,0,True,0
1051308,Loox - Product Reviews App,https://apps.shopify.com/loox,Photo reviews and social proof platform,2025-03-16 09:02:55+00,,0,True,0
1135376,Hextom: Free Shipping Bar,https://apps.shopify.com/hextom-free-shipping-bar,Free shipping promotion and announcements,2025-03-16 09:02:55+00,,0,True,0
1151408,Hextom: Bulk Product Edit,https://apps.shopify.com/hextom-bulk-edit,Bulk product management and editing,2025-03-30 15:57:05+00,,0,True,0
1158168,Shogun - Landing Page Builder,https://apps.shopify.com/shogun,Custom landing page creation and design,2025-03-29 15:59:23+00,,0,True,0
1173834,Hextom: Quick Announcement Bar,https://apps.shopify.com/hextom-announcement-bar,Store announcements and promotions,2025-03-28 11:34:47+00,,0,True,0
1173856,Hextom: Countdown Timer Bar,https://apps.shopify.com/hextom-countdown-timer,Sales countdown and urgency creation,2025-03-28 07:53:07+00,,0,True,0
1178253,Stamped Product Reviews & UGC,https://apps.shopify.com/stamped,Product reviews and user-generated content,2025-03-28 07:31:59+00,,0,True,0
1183497,Variant Option Product Options,https://apps.shopify.com/variant-options,Advanced product variant management,2025-03-06 16:27:09+00,,0,True,0
1221538,Afterpay On-Site Messaging,https://apps.shopify.com/afterpay-messaging,Buy now pay later payment messaging,2025-03-09 13:13:37+00,,0,True,0
1223734,Orderly Emails - Templates App,https://apps.shopify.com/orderly-emails,Custom email template design,2025-03-29 06:17:25+00,,0,True,0
1229564,Hextom: Bulk Image Edit & SEO,https://apps.shopify.com/hextom-bulk-image,Bulk image optimization and SEO,2025-03-11 09:55:24+00,,0,True,0
1240744,BEAST Currency Converter,https://apps.shopify.com/beast-currency,Multi-currency display and conversion,2025-03-28 12:03:51+00,,0,True,0
1286294,BOOSTER SEO IMAGE OPTIMIZER,https://apps.shopify.com/booster-seo,Advanced SEO and image optimization,2025-03-15 09:22:31+00,,0,True,0
1308986,Make,https://apps.shopify.com/make,Workflow automation and integration,2025-03-24 03:49:04+00,,0,True,0
1345851,Weglot - Translate Your Store,https://apps.shopify.com/weglot,Multi-language translation solution,2025-03-13 11:09:51+00,,0,True,0
1350849,Swym Wishlist Plus,https://apps.shopify.com/swym-relay,Wishlist and customer engagement,2025-03-19 14:33:02+00,,0,True,0
1352337,Frequently Bought Together CBB,https://apps.shopify.com/frequently-bought,Product bundling and recommendations,2025-03-18 13:54:33+00,,0,True,0
1382683,Buddha Mega Menu & Navigation,https://apps.shopify.com/buddha-mega-menu,Advanced navigation and menu system,2025-03-26 14:47:10+00,,0,True,0
1384141,Theme Updater & Backups,https://apps.shopify.com/theme-updater,Theme management and backup,2025-03-31 09:03:47+00,,0,True,0
1411680,Dianxiaomi,https://apps.shopify.com/dianxiaomi,Order and inventory management,2025-03-19 15:39:13+00,,0,True,0
1412560,Klarna Payments,https://apps.shopify.com/klarna-payments,Buy now pay later payment solution,2025-03-16 09:02:55+00,,0,True,0
1414828,Instafeed - Instagram Feed,https://apps.shopify.com/instagram-feed,Instagram feed integration,2025-03-16 09:02:55+00,,0,True,0
1424624,Gorgias: Helpdesk Chat & FAQ,https://apps.shopify.com/gorgias,Customer support and helpdesk,2025-03-30 15:57:05+00,,0,True,0
1448910,Pixc: Photo Resize,https://apps.shopify.com/pixc,Image resizing and optimization,2025-03-29 15:59:23+00,,0,True,0
1456597,GemPages Landing Page Builder,https://apps.shopify.com/gempages,Landing page creation and design,2025-03-28 11:34:47+00,,0,True,0
1467239,Nova: GDPR Cookie Consent,https://apps.shopify.com/gdpr-cookie,GDPR compliance and cookie consent,2025-03-28 07:53:07+00,,0,True,0
1496853,Hulk Form Builder,https://apps.shopify.com/hulk-form,Custom form creation and management,2025-03-28 07:31:59+00,,0,True,0
1498871,Boost AI Search & Filter,https://apps.shopify.com/boost-search,AI-powered search and filtering,2025-03-06 16:27:09+00,,0,True,0
1510607,MabangErp3,https://apps.shopify.com/mabangerp,ERP and order management,2025-03-09 13:13:37+00,,0,True,0
1520843,Shiprocket: eCommerce Shipping,https://apps.shopify.com/shiprocket,Shipping and logistics management,2025-03-29 06:17:25+00,,0,True,0
1524725,Spocket: US & EU Dropshipping,https://apps.shopify.com/spocket,US and EU dropshipping platform,2025-03-11 09:55:24+00,,0,True,0
1524793,Ali Reviews: Kudosi Reviews,https://apps.shopify.com/ali-reviews,Product review management,2025-03-28 12:03:51+00,,0,True,0
1546113,Ryviu: Product Reviews & QA,https://apps.shopify.com/ryviu,Product reviews and Q&A platform,2025-03-15 09:22:31+00,,0,True,0
1558137,Simprosys Google Shopping Feed,https://apps.shopify.com/simprosys-google,Google Shopping feed management,2025-03-24 03:49:04+00,,0,True,0
1601645,Pirate Ship: CheapARR Shipping,https://apps.shopify.com/pirateship,Discounted USPS shipping rates,2025-03-13 11:09:51+00,,0,True,0
1604719,Fontify: Google & Custom Fonts,https://apps.shopify.com/fontify,Custom font integration,2025-03-19 14:33:02+00,,0,True,0
1615517,PushOwl/Brevo: Email Push SMS,https://apps.shopify.com/pushowl,Multi-channel marketing automation,2025-03-18 13:54:33+00,,0,True,0
1619157,ShineOn: Print On Demand,https://apps.shopify.com/shineon,Print-on-demand jewelry and accessories,2025-03-26 14:47:10+00,,0,True,0
1622947,EZ Importer - Order Importer,https://apps.shopify.com/ez-importer,Order import and management,2025-03-31 09:03:47+00,,0,True,0
1743893,PageFly Landing Page Builder,https://apps.shopify.com/pagefly,Advanced page builder and design,2025-03-19 15:39:13+00,,0,True,0
1758145,Matrixify,https://apps.shopify.com/matrixify,Data import/export and backup,2025-03-16 09:02:55+00,,0,True,0
1761435,Apliiq - Print On Demand,https://apps.shopify.com/apliiq,Print-on-demand apparel and accessories,2025-03-16 09:02:55+00,,0,True,0
1780363,Google & YouTube,https://apps.shopify.com/google-youtube,Google and YouTube channel integration,2025-03-30 15:57:05+00,,0,True,0
1783207,Powerful Contact Form Builder,https://apps.shopify.com/contact-form,Advanced contact form creation,2025-03-29 15:59:23+00,,0,True,0
1825683,CJdropshipping: Much Faster,https://apps.shopify.com/cjdropshipping,Fast dropshipping solution,2025-03-28 11:34:47+00,,0,True,0
1833435,Faire: Buy Wholesale,https://apps.shopify.com/faire,Wholesale marketplace integration,2025-03-28 07:53:07+00,,0,True,0
1838143,Areviews - Reviews Importer,https://apps.shopify.com/areviews,Review import and management,2025-03-28 07:31:59+00,,0,True,0
1853423,17TRACK Order Tracking,https://apps.shopify.com/17track,Global order tracking solution,2025-03-06 16:27:09+00,,0,True,0
1860295,Bulk Discount Code Bot,https://apps.shopify.com/bulk-discount,Automated discount code generation,2025-03-09 13:13:37+00,,0,True,0
1864474,Click & Drop,https://apps.shopify.com/click-and-drop,Royal Mail shipping integration,2025-03-29 06:17:25+00,,0,True,0
1874346,Hextom: Ultimate Sales Boost,https://apps.shopify.com/sales-boost,Sales optimization tools,2025-03-11 09:55:24+00,,0,True,0
1911476,Uplinkly Sticky Cart,https://apps.shopify.com/uplinkly,Floating cart and upsell solution,2025-03-28 12:03:51+00,,0,True,0
1911522,EPROLO-Dropshipping & Branding,https://apps.shopify.com/eprolo,Branded dropshipping platform,2025-03-15 09:22:31+00,,0,True,0
1937328,Kiwi Size Chart & Recommender,https://apps.shopify.com/kiwi,Product size recommendations,2025-03-24 03:49:04+00,,0,True,0
1942202,Judge.me AliExpress Reviews,https://apps.shopify.com/judgeme-aliexpress,AliExpress review import tool,2025-03-13 11:09:51+00,,0,True,0
2286320,Seguno Email Marketing,https://apps.shopify.com/seguno,Email marketing automation,2025-03-19 14:33:02+00,,0,True,0
2291688,Vitals: Reviews Bundles AI,https://apps.shopify.com/vitals,All-in-one conversion optimization,2025-03-18 13:54:33+00,,0,True,0
2321208,AI Store Builder,https://apps.shopify.com/ai-store,AI-powered store customization,2025-03-26 14:47:10+00,,0,True,0
2328352,Postscript SMS Marketing,https://apps.shopify.com/postscript,SMS marketing automation,2025-03-31 09:03:47+00,,0,True,0
2329312,Facebook & Instagram,https://apps.shopify.com/facebook,Social media integration,2025-03-19 15:39:13+00,,0,True,0
2358292,DSers-AliExpress Dropshipping,https://apps.shopify.com/dsers,AliExpress dropshipping automation,2025-03-16 09:02:55+00,,0,True,0
2368594,Attrac: Bars Popups & BOGO,https://apps.shopify.com/attrac,Marketing and promotion tools,2025-03-16 09:02:55+00,,0,True,0
2410438,Zopi - AliExpress Dropshipping,https://apps.shopify.com/zopi,AliExpress product sourcing,2025-03-30 15:57:05+00,,0,True,0
2417604,Carro: Collaborative Commerce,https://apps.shopify.com/carro,Brand collaboration platform,2025-03-29 15:59:23+00,,0,True,0
2441839,ReConvert Upsell & Cross Sell,https://apps.shopify.com/reconvert,Post-purchase upsell solution,2025-03-28 11:34:47+00,,0,True,0
2473565,Pandectes GDPR Compliance,https://apps.shopify.com/pandectes,GDPR compliance management,2025-03-28 07:53:07+00,,0,True,0
2473569,qikify Mega Menu & Navigation,https://apps.shopify.com/qikify,Advanced navigation builder,2025-03-28 07:31:59+00,,0,True,0
2532403,ONE: AI Pop Up SMS Marketing,https://apps.shopify.com/one,AI-powered marketing automation,2025-03-15 09:22:31+00,,0,True,0
2533799,Simple Invoice - Order Printer,https://apps.shopify.com/simple-invoice,Professional invoice generation,2025-03-24 03:49:04+00,,0,True,0
2556259,Snapchat Ads,https://apps.shopify.com/snapchat,Snapchat advertising integration,2025-03-13 11:09:51+00,,0,True,0
2571727,Zendrop - Dropshipping & POD,https://apps.shopify.com/zendrop,Dropshipping and print-on-demand,2025-03-19 14:33:02+00,,0,True,0
2585307,Mailchimp Email SMS Marketing,https://apps.shopify.com/mailchimp-email,Email and SMS marketing platform,2025-03-18 13:54:33+00,,0,True,0
2628633,SEOAnt:AI SEO &Image Optimizer,https://apps.shopify.com/seoant,AI-powered SEO optimization,2025-03-26 14:47:10+00,,0,True,0
2653191,InstaFeed+Story Instagram Feed,https://apps.shopify.com/instafeed,Instagram feed and story display,2025-03-31 09:03:47+00,,0,True,0
2681387,Parcel Panel Order Tracking,https://apps.shopify.com/parcel-panel,Order tracking and notifications,2025-03-19 15:39:13+00,,0,True,0
2744533,GOAFFPRO - Affiliate Marketing,https://apps.shopify.com/goaffpro,Affiliate marketing platform,2025-03-16 09:02:55+00,,0,True,0
2753413,Triple Whale,https://apps.shopify.com/triple-whale,Analytics and attribution platform,2025-03-16 09:02:55+00,,0,True,0
2773553,UpPromote Affiliate Marketing,https://apps.shopify.com/uppromote,Affiliate program management,2025-03-30 15:57:05+00,,0,True,0
2789851,Klarna On-Site Messaging,https://apps.shopify.com/klarna-on-site,Buy now pay later messaging,2025-03-29 15:59:23+00,,0,True,0
2802481,Auto DS: AI Dropshipping & POD,https://apps.shopify.com/auto-ds,AI-powered dropshipping automation,2025-03-28 11:34:47+00,,0,True,0
2814809,AfterShip Email Marketing SMS,https://apps.shopify.com/aftership-email,Shipping-focused marketing,2025-03-28 07:53:07+00,,0,True,0
2823609,Color Swatch King: Variants,https://apps.shopify.com/color-swatch,Product variant management,2025-03-28 07:31:59+00,,0,True,0
2825865,Tiny SEO Speed Image Optimizer,https://apps.shopify.com/tiny-seo,SEO and performance optimization,2025-03-06 16:27:09+00,,0,True,0
2830303,Consentmo GDPR Compliance,https://apps.shopify.com/consentmo,GDPR compliance solution,2025-03-09 13:13:37+00,,0,True,0
2844813,Metafields Guru,https://apps.shopify.com/metafields,Metafield management tool,2025-03-29 06:17:25+00,,0,True,0
2913101,Trustpilot Reviews,https://apps.shopify.com/trustpilot,Trustpilot review integration,2025-03-11 09:55:24+00,,0,True,0
2937711,Bundler - Product Bundles,https://apps.shopify.com/bundler,Product bundling solution,2025-03-28 12:03:51+00,,0,True,0
2938957,GLO Color Swatch & Bundles,https://apps.shopify.com/glo,Advanced product customization,2025-03-15 09:22:31+00,,0,True,0
2996257,Conversion Bear Trust Badges,https://apps.shopify.com/conversion-bear,Trust badge display,2025-03-24 03:49:04+00,,0,True,0
2997493,Microsoft Channel,https://apps.shopify.com/microsoft,Microsoft channel integration,2025-03-13 11:09:51+00,,0,True,0
3009811,Pinterest,https://apps.shopify.com/pinterest,Pinterest channel integration,2025-03-19 14:33:02+00,,0,True,0
3018167,Booster Page Speed Optimizer,https://apps.shopify.com/booster,Page speed optimization,2025-03-18 13:54:33+00,,0,True,0
3237115,SEOAnt - Trust Badges & Icon,https://apps.shopify.com/seoant-trust,Trust badge management,2025-03-26 14:47:10+00,,0,True,0
3288737,T Lab - AI Language Translate,https://apps.shopify.com/t-lab,AI-powered translation,2025-03-31 09:03:47+00,,0,True,0
3304377,Google Reviews by Reputon,https://apps.shopify.com/reputon,Google review integration,2025-03-19 15:39:13+00,,0,True,0
3328713,AfterSell Post Purchase Upsell,https://apps.shopify.com/aftersell,Post-purchase upsell platform,2025-03-16 09:02:55+00,,0,True,0
3342023,Pushdaddy WhatsApp Live Chat,https://apps.shopify.com/pushdaddy,WhatsApp business integration,2025-03-16 09:02:55+00,,0,True,0
3435245,Post & DHL Shipping,https://apps.shopify.com/post-dhl,German postal service integration,2025-03-15 09:22:31+00,,0,True,0
3451699,BUCKS Currency Converter PRO++,https://apps.shopify.com/bucks,Advanced currency conversion,2025-03-24 03:49:04+00,,0,True,0
3501525,Seal Subscriptions App,https://apps.shopify.com/seal,Subscription management platform,2025-03-13 11:09:51+00,,0,True,0
3622843,Avada SEO Image Optimizer,https://apps.shopify.com/avada-seo,SEO and image optimization,2025-03-19 14:33:02+00,,0,True,0
3780451,Notify! Back in Stock|PreOrder,https://apps.shopify.com/notify,Stock and pre-order notifications,2025-03-18 13:54:33+00,,0,True,0
3783299,Gelato: Print on Demand,https://apps.shopify.com/gelato,Global print-on-demand network,2025-03-26 14:47:10+00,,0,True,0
4075541,Dropshipman: Easy Dropshipping,https://apps.shopify.com/dropshipman,Simplified dropshipping solution,2025-03-31 09:03:47+00,,0,True,0
4310925,EasySell COD Form & Upsells,https://apps.shopify.com/easysell,Cash on delivery and upsells,2025-03-19 15:39:13+00,,0,True,0
4367675,Nova: Multi Currency Converter,https://apps.shopify.com/nova-currency,Multi-currency support,2025-03-16 09:02:55+00,,0,True,0
4383523,TikTok,https://apps.shopify.com/tiktok,TikTok channel integration,2025-03-16 09:02:55+00,,0,True,0
4549373,Pop Convert - Pop Ups Banners,https://apps.shopify.com/pop-convert,Conversion optimization tools,2025-03-30 15:57:05+00,,0,True,0
4649185,Globo Product Options Variant,https://apps.shopify.com/globo,Product variant management,2025-03-29 15:59:23+00,,0,True,0
4697939,Vify Order Printer PDF Invoice,https://apps.shopify.com/vify,PDF invoice generation,2025-03-28 11:34:47+00,,0,True,0
4772717,Trendsi: Fashion Dropshipping,https://apps.shopify.com/trendsi,Fashion dropshipping platform,2025-03-28 07:53:07+00,,0,True,0
4877949,Appstle℠ Subscriptions App,https://apps.shopify.com/appstle,Subscription management solution,2025-03-28 07:31:59+00,,0,True,0
4914161,Spotify for Artists,https://apps.shopify.com/spotify,Spotify integration for artists,2025-03-06 16:27:09+00,,0,True,0
5045527,CedCommerce Amazon Channel,https://apps.shopify.com/cedcommerce,Amazon marketplace integration,2025-03-09 13:13:37+00,,0,True,0
5365443,Afterpay,https://apps.shopify.com/afterpay,Buy now pay later solution,2025-03-29 06:17:25+00,,0,True,0
5370433,Dropify,https://apps.shopify.com/dropify,Dropshipping automation platform,2025-03-11 09:55:24+00,,0,True,0
5457183,Releasit Cash on Delivery COD,https://apps.shopify.com/releasit,Cash on delivery management,2025-03-28 12:03:51+00,,0,True,0
5475373,MultiSafepay Payments,https://apps.shopify.com/multisafepay,Payment gateway integration,2025-03-15 09:22:31+00,,0,True,0
5508997,PingPong Checkout,https://apps.shopify.com/pingpong,International payment solution,2025-03-24 03:49:04+00,,0,True,0
5510129,Klarna,https://apps.shopify.com/klarna,Buy now pay later platform,2025-03-13 11:09:51+00,,0,True,0
5519923,Upsell & Cross Sell - Selleasy,https://apps.shopify.com/selleasy,Upsell and cross-sell tools,2025-03-19 14:33:02+00,,0,True,0
5525343,UpCart Cart Drawer Cart Upsell,https://apps.shopify.com/upcart,Cart drawer and upsell solution,2025-03-18 13:54:33+00,,0,True,0
5600497,King Product Options & Variant,https://apps.shopify.com/king,Product option customization,2025-03-26 14:47:10+00,,0,True,0
5603109,Affirm Payments App,https://apps.shopify.com/affirm,Buy now pay later integration,2025-03-31 09:03:47+00,,0,True,0
5605973,2Checkout Convert Plus,https://apps.shopify.com/2checkout,Payment processing solution,2025-03-19 15:39:13+00,,0,True,0
5616629,Oceanpayment,https://apps.shopify.com/oceanpayment,Global payment gateway,2025-03-16 09:02:55+00,,0,True,0
5690175,Releasit COD Form & Upsells,https://apps.shopify.com/releasit-cod,Cash on delivery and upsells,2025-03-16 09:02:55+00,,0,True,0
5710953,Splitit,https://apps.shopify.com/splitit,Interest-free installment payments,2025-03-30 15:57:05+00,,0,True,0
5758829,Linktree,https://apps.shopify.com/linktree,Social media link management,2025-03-29 15:59:23+00,,0,True,0
5869673,Sezzle Payments,https://apps.shopify.com/sezzle,Buy now pay later solution,2025-03-28 11:34:47+00,,0,True,0
5962771,Credit/Debit card by PayPal,https://apps.shopify.com/paypal,PayPal payment integration,2025-03-28 07:53:07+00,,0,True,0
6212459,Trustoo.io Product Reviews App,https://apps.shopify.com/trustoo,Product review platform,2025-03-28 07:31:59+00,,0,True,0
6315789,Stripe Payments,https://apps.shopify.com/stripe,Payment processing platform,2025-03-15 09:22:31+00,,0,True,0
6423567,Square Payments,https://apps.shopify.com/square,Point of sale and payments,2025-03-24 03:49:04+00,,0,True,0
6534891,Quickbooks Desktop,https://apps.shopify.com/quickbooks-desktop,Desktop accounting integration,2025-03-13 11:09:51+00,,0,True,0
6645123,Xero,https://apps.shopify.com/xero,Cloud accounting solution,2025-03-19 14:33:02+00,,0,True,0
6756789,Freshdesk,https://apps.shopify.com/freshdesk,Customer support platform,2025-03-18 13:54:33+00,,0,True,0
6867345,Intercom,https://apps.shopify.com/intercom,Customer messaging platform,2025-03-26 14:47:10+00,,0,True,0
6978901,Drift,https://apps.shopify.com/drift,Conversational marketing,2025-03-31 09:03:47+00,,0,True,0
7089123,Hubspot,https://apps.shopify.com/hubspot,CRM and marketing automation,2025-03-19 15:39:13+00,,0,True,0
7123456,Salesforce,https://apps.shopify.com/salesforce,Enterprise CRM integration,2025-03-16 09:02:55+00,,0,True,0
7234567,Zoho CRM,https://apps.shopify.com/zoho,Business management suite,2025-03-16 09:02:55+00,,0,True,0
7345678,Hotjar,https://apps.shopify.com/hotjar,Website behavior analytics,2025-03-30 15:57:05+00,,0,True,0
7456789,Google Analytics 4,https://apps.shopify.com/google-analytics,Advanced analytics integration,2025-03-29 15:59:23+00,,0,True,0
7567890,Adobe Analytics,https://apps.shopify.com/adobe,Enterprise analytics solution,2025-03-28 11:34:47+00,,0,True,0
7678901,Mixpanel,https://apps.shopify.com/mixpanel,Product analytics platform,2025-03-28 07:53:07+00,,0,True,0
7789012,Amplitude,https://apps.shopify.com/amplitude,Product intelligence platform,2025-03-28 07:31:59+00,,0,True,0
7890123,Optimizely,https://apps.shopify.com/optimizely,A/B testing and experimentation,2025-03-06 16:27:09+00,,0,True,0
7901234,VWO,https://apps.shopify.com/vwo,Conversion optimization,2025-03-09 13:13:37+00,,0,True,0
8012345,Crazy Egg,https://apps.shopify.com/crazy-egg,Heat mapping and analytics,2025-03-29 06:17:25+00,,0,True,0
8123456,FullStory,https://apps.shopify.com/fullstory,Digital experience analytics,2025-03-11 09:55:24+00,,0,True,0
8234567,Contentsquare,https://apps.shopify.com/contentsquare,Digital experience insights,2025-03-28 12:03:51+00,,0,True,0
8345678,Algolia Search,https://apps.shopify.com/algolia,Advanced search solution,2025-03-15 09:22:31+00,,0,True,0
8456789,Elasticsearch,https://apps.shopify.com/elasticsearch,Search engine integration,2025-03-24 03:49:04+00,,0,True,0
8567890,Searchanise,https://apps.shopify.com/searchanise,Smart search and navigation,2025-03-13 11:09:51+00,,0,True,0
8678901,Klevu Search,https://apps.shopify.com/klevu,AI-powered search solution,2025-03-19 14:33:02+00,,0,True,0
8789012,Fast Simon Search,https://apps.shopify.com/fast-simon,AI search and merchandising,2025-03-18 13:54:33+00,,0,True,0
8890123,Findify,https://apps.shopify.com/findify,AI search and recommendations,2025-03-26 14:47:10+00,,0,True,0
8901234,Doofinder,https://apps.shopify.com/doofinder,Smart search and filtering,2025-03-31 09:03:47+00,,0,True,0
9012345,Clerk.io,https://apps.shopify.com/clerk,AI-powered personalization,2025-03-19 15:39:13+00,,0,True,0
9123456,Nosto,https://apps.shopify.com/nosto,Personalization platform,2025-03-16 09:02:55+00,,0,True,0
9234567,Dynamic Yield,https://apps.shopify.com/dynamic-yield,Personalization and optimization,2025-03-16 09:02:55+00 ,,0,True,0
